1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,1
1,1,1,,5,,,,,,,,,5,,,,,,,,,5,,1,1,1
1,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,1
1,1,1,,,,1,1,1,22,1,1,1,22,1,1,1,22,1,1,1,1,24,1,1,1,1
1,1,1,,,,1,1,,,,1,,,,1,,,,1,1,,,,1,1,1
1,1,1,,-1,,1,1,4,19,,1,,,,1,4,10,,1,1,,2,,1,1,1
1,1,1,1,1,1,1,1,,5,,1,,,,1,,5,,1,1,,,,1,1,1
1,1,1,,,,,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,,12,,,,,,1,,,,,,1,,,,1,,,,1,1,1
1,1,1,4,4,4,4,4,4,4,,,,,,,1,,20,,,,,,1,1,1
1,1,1,1,1,1,1,1,1,1,1,,,,,,1,,,,1,,,,1,1,1
1,1,1,1,1,1,1,3,,,,,,,,,1,1,1,1,1,,,,1,1,1
1,1,1,1,1,1,1,,15,,1,,,,,,1,,,,1,,,4,1,1,1
1,1,1,1,1,1,1,,,3,1,,,,,,1,,25,,22,,,4,1,1,1
1,1,1,1,1,1,1,1,1,1,1,,,1,,,1,,,,1,,,4,1,1,1
1,1,1,1,1,5,5,5,5,5,1,,,1,,,1,1,1,1,1,,,4,1,1,1
1,1,1,1,1,,,,,,23,,,1,,,1,5,5,5,5,,,,1,1,1
1,1,1,1,1,,,26,,,1,,,,,,,,,,,,,,1,1,1
1,1,1,1,1,,,,,,1,,,1,,,1,,,,,,,,1,1,1
1,1,1,1,1,5,5,5,5,5,1,,,1,,,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
